agency_name,city,state,agency_type,agency_latitude,agency_longitude,ft_sworn,agency_population,validated_week_name,record_month,validated_day,record_year
Sarasota Manatee Airport Authority Police Department,Sarasota,FL,Special Jurisdiction,27.387123,-82.5518,12,13,Wednesday,May,30,2018
Smyrna Marshal'S Office,Smyrna,GA,Constable/Marshal,33.883957,-84.516846,1,1,Friday,June,1,2018
Dekalb Technical College Police,Clarkston,GA,Special Jurisdiction,33.78994,-84.234406,4,4,Friday,June,1,2018
Dekalb County Schools Dept. Of Public Safety,Stone Mountain,GA,Special Jurisdiction,33.798515,-84.197754,83,218,Friday,June,1,2018
Santa Barbara County Main Jail,Santa Barbara,CA,Local Police Department,34.445026,-119.777115,-999,-999,Monday,July,16,2018
Martin Police Department,Martin,LA,Local Police Department,32.094604,-93.22185,1,1,Friday,February,15,2019
Naugatuck Valley Community College - Public Safety Department,Waterbury,CT,Special Jurisdiction,41.549797,-73.07299,5,10,Thursday,May,10,2018
Black River Technical College Police,Pocahontas,AR,Special Jurisdiction,36.239777,-90.9511,7,8,Wednesday,May,16,2018
Volusia County Sheriff'S Office - Beach Patrol,Daytona Beach,FL,Special Jurisdiction,29.218758,-81.00355,60,64,Wednesday,May,30,2018
University Of Colorado Health Sciences- Fitzsimons Campus Police,Aurora,CO,Special Jurisdiction,39.746155,-104.842545,27,62,Wednesday,May,23,2018
Louisiana State University Police Department - Shreveport,Shreveport,LA,Special Jurisdiction,32.426826,-93.70624,10,11,Tuesday,February,12,2019
Sycuan Tribal Department Of Public Safety,El Cajon,CA,Local Police Department,32.788563,-116.82822,12,20,Tuesday,May,29,2018
Hopland Tribal Police Department,Hopland,CA,Local Police Department,38.980145,-123.05928,6,8,Wednesday,May,30,2018
California State University-Channel Islands Police Department,Camarillo,CA,Special Jurisdiction,34.16311,-119.043,14,20,Wednesday,May,30,2018
Granger Police Department,Granger,IA,Local Police Department,41.76025,-93.8206,2,2,Tuesday,May,29,2018
Anthon Police Department,Anthon,IA,Local Police Department,42.38851,-95.865005,1,5,Wednesday,August,29,2018
Habersham County Board Of Education Police,Mount Airy,GA,Special Jurisdiction,34.557415,-83.495895,2,3,Monday,August,13,2018
West Central Georgia Regional Hospital Police,Columbus,GA,Special Jurisdiction,32.49018,-84.86856,3,7,Tuesday,August,14,2018
New Harmony Town Marshal,New Harmony,IN,Constable/Marshal,38.129948,-87.93397,1,1,Thursday,August,23,2018
East Dubuque Police Department,East Dubuque,IL,Local Police Department,42.492886,-90.643616,7,7,Tuesday,November,6,2018
Bourbonnais Police Department,Bourbonnais,IL,Local Police Department,41.15932,-87.888214,22,29,Tuesday,November,6,2018
Wallace County Sheriffs Department / Wallace County Jail,Sharon Springs,KS,Sheriff'S Office,38.897938,-101.75236,2,6,Monday,August,20,2018
Maine State Police Troop D,Thomaston,ME,Primary State Agency,44.077225,-69.19565,-999,-999,Thursday,March,7,2019
Cherryvale Police Department,Cherryvale,KS,Local Police Department,37.26852,-95.552734,5,5,Monday,August,20,2018
Delaware River And Bay Authority Police Department Troop 1,New Castle,DE,Special Jurisdiction,39.695953,-75.54927,50,67,Monday,August,6,2018
Northern Michigan University Public Safety And Police Services,Marquette,MI,Special Jurisdiction,46.56674,-87.40695,22,27,Thursday,February,7,2019
Morehead State University Police Department,Morehead,KY,Special Jurisdiction,38.18868,-83.42987,16,-999,Friday,August,10,2018
Delaware State Police Troop 3 - Dover,Dover,DE,Primary State Agency,39.089924,-75.55794,-999,-999,Monday,August,6,2018
Kansas City Kansas Community College Campus Police,Kansas City,KS,Special Jurisdiction,39.12219,-94.74853,9,10,Tuesday,August,21,2018
Black Hawk College Department Of Public Safety - Quad Cities Campus,Moline,IL,Special Jurisdiction,41.477093,-90.4512,9,10,Thursday,November,15,2018
Coppin State University Public Safety Department,Baltimore,MD,Special Jurisdiction,39.31096,-76.65873,20,31,Wednesday,August,8,2018
Bowie State University Campus Police,Bowie,MD,Special Jurisdiction,39.02097,-76.758575,14,29,Wednesday,August,8,2018
Aledo Police Department,Aledo,IL,Local Police Department,41.20223,-90.748886,7,8,Tuesday,November,13,2018
South Suburban College Police Department,South Holland,IL,Special Jurisdiction,41.606434,-87.618866,10,14,Wednesday,October,31,2018
Stickney Police Department,Stickney,IL,Local Police Department,41.821144,-87.787,16,17,Wednesday,October,31,2018
Tower Lakes Police Department,Tower Lakes,IL,Local Police Department,42.23319,-88.1481,0,0,Tuesday,November,6,2018
Port Barrington Police Department,Port Barrington,IL,Local Police Department,42.24171,-88.20472,1,1,Monday,November,12,2018
Staunton Police Department,Staunton,IL,Local Police Department,39.011604,-89.78937,7,10,Wednesday,November,7,2018
Glenwood Police Department,Glenwood,IL,Local Police Department,41.545013,-87.61354,20,22,Wednesday,October,31,2018
Centralia Police Department,Centralia,IL,Local Police Department,38.525562,-89.13376,27,36,Monday,November,12,2018
Gurnee Police Department,Gurnee,IL,Local Police Department,42.361214,-87.915405,63,93,Wednesday,November,7,2018
Polo Police Department,Polo,IL,Local Police Department,41.985893,-89.57723,3,3,Tuesday,November,13,2018
Richmond County Sheriffs Office / Richmond County Jail,Augusta,GA,Sheriff'S Office,33.46606,-81.960045,449,712,Wednesday,August,15,2018
Habersham County Sheriffs Office / Habersham County Jail,Clarkesville,GA,Sheriff'S Office,34.611156,-83.53364,32,61,Monday,August,13,2018
Muscogee County Sheriffs Office,Columbus,GA,Sheriff'S Office,32.463486,-84.99154,228,357,Tuesday,August,14,2018
Jones County Sheriffs Department / Jones County Jail,Gray,GA,Sheriff'S Office,33.00544,-83.53211,43,45,Tuesday,August,14,2018
Mcintosh County Law Enforcement Center,Darien,GA,Sheriff'S Office,31.412579,-81.45772,42,69,Tuesday,August,14,2018
Carroll County Sheriffs Office,Carrollton,GA,Sheriff'S Office,33.568665,-85.04638,99,184,Tuesday,August,7,2018
Calhoun County Sheriffs Office,Morgan,GA,Sheriff'S Office,31.538315,-84.59929,6,15,Tuesday,August,7,2018
Habersham County Marshals Office,Clarkesville,GA,Constable/Marshal,34.617092,-83.52523,1,1,Monday,August,13,2018
Pulaski County Sheriffs Office,Hawkinsville,GA,Sheriff'S Office,32.28299,-83.469025,12,24,Wednesday,August,15,2018
Glascock County Sheriffs Office,Gibson,GA,Sheriff'S Office,33.233112,-82.5946,2,3,Friday,August,10,2018
Clarke County Sheriffs Office,Athens,GA,Sheriff'S Office,33.9601,-83.37461,128,152,Wednesday,August,8,2018
Cook County Sheriffs Department / Cook County Jail,Adel,GA,Sheriff'S Office,31.125076,-83.438,22,27,Thursday,August,9,2018
Early County Department Of Public Safety,Blakely,GA,Sheriff'S Office,31.365044,-84.92667,26,44,Thursday,August,9,2018
Butts County Sheriffs Office / Butts County Jail,Jackson,GA,Sheriff'S Office,33.294456,-83.94642,39,81,Tuesday,August,7,2018
Wilcox County Sheriffs Department / Wilcox County Jail,Abbeville,GA,Sheriff'S Office,31.992662,-83.30584,8,14,Monday,August,20,2018
Dekalb County Sheriffs Office / Dekalb County Jail,Decatur,GA,Sheriff'S Office,33.775745,-84.24453,325,763,Thursday,August,9,2018
Laurens County Sheriffs Department / Laurens County Jail,Dublin,GA,Sheriff'S Office,32.496693,-82.9224,61,111,Tuesday,August,14,2018
Camden County Sheriffs Department / Camden County Jail,Woodbine,GA,Sheriff'S Office,30.967394,-81.72117,47,65,Tuesday,August,7,2018
Banks County Sheriffs Office / Banks County Jail,Homer,GA,Sheriff'S Office,34.313946,-83.471504,31,54,Tuesday,August,7,2018
Bibb County Sheriffs Office,Macon,GA,Sheriff'S Office,32.829185,-83.637314,290,330,Tuesday,August,7,2018
Pickens County Sheriffs Office / Pickens County Jail,Jasper,GA,Sheriff'S Office,34.454124,-84.44793,47,87,Tuesday,August,14,2018
Glynn County Sheriffs Department / Glynn County Detention Center,Brunswick,GA,Sheriff'S Office,31.15398,-81.49634,32,149,Friday,August,10,2018
Tift County Sheriffs Department / Tift County Jail,Tifton,GA,Sheriff'S Office,31.454557,-83.51773,59,112,Thursday,August,16,2018
Upson County Sheriffs Office / Upson County Jail,Thomaston,GA,Sheriff'S Office,32.93789,-84.340195,33,62,Thursday,August,16,2018
Mcduffie County Sheriff / Mcduffie County Jail,Thomson,GA,Sheriff'S Office,33.456635,-82.482506,16,46,Tuesday,August,14,2018
Taylor County Sheriffs Office / Taylor County Jail,Butler,GA,Sheriff'S Office,32.5576,-84.23678,10,19,Wednesday,August,15,2018
Haralson County Sheriffs Office / Haralson County Jail,Buchanan,GA,Sheriff'S Office,33.8018,-85.18044,38,70,Monday,August,13,2018
Hall County Sheriffs Office,Gainesville,GA,Sheriff'S Office,34.295036,-83.82507,257,479,Monday,August,13,2018
Towns County Sheriffs Office,Young Harris,GA,Sheriff'S Office,34.984116,-83.82885,18,32,Thursday,August,16,2018
Pocahontas County Sheriffs Office / Pocahontas County Jail,Pocahontas,IA,Sheriff'S Office,42.737194,-94.66887,7,13,Wednesday,August,22,2018
Davis County Sheriffs Department / Davis County Jail,Bloomfield,IA,Sheriff'S Office,40.75087,-92.41596,5,13,Wednesday,August,22,2018
Iowa State Patrol District 2 - Osceda,Osceola,IA,Local Police Department,41.070267,-93.784584,-999,-999,Tuesday,August,28,2018
Palmetto Police Department,Palmetto,FL,Local Police Department,27.520962,-82.57783,37,49,Wednesday,August,1,2018
Auburndale Police Department,Auburndale,FL,Local Police Department,28.064041,-81.78921,35,44,Thursday,August,2,2018
Lake Hamilton Police Department,Lake Hamilton,FL,Local Police Department,28.042648,-81.62158,6,7,Thursday,August,2,2018
White Springs Police Department,White Springs,FL,Local Police Department,30.336027,-82.759254,3,3,Tuesday,July,31,2018
Lake Placid Police Department,Lake Placid,FL,Local Police Department,27.297415,-81.364265,8,10,Tuesday,July,31,2018
Winter Haven Police Department,Winter Haven,FL,Local Police Department,28.035065,-81.72732,79,103,Thursday,August,2,2018
Boca Raton Police Department,Boca Raton,FL,Local Police Department,26.351774,-80.088974,188,277,Thursday,August,2,2018
Monticello Police Department,Monticello,FL,Local Police Department,30.544622,-83.87125,9,13,Wednesday,August,1,2018
Palm Beach Gardens Police Department,Palm Beach Gardens,FL,Local Police Department,26.833443,-80.10447,114,147,Thursday,August,2,2018
Bradenton Beach Police Department,Bradenton Beach,FL,Local Police Department,27.468094,-82.698074,10,10,Wednesday,August,1,2018
Bradenton Police Department,Bradenton,FL,Local Police Department,27.498562,-82.572655,122,158,Wednesday,August,1,2018
Largo Police Department,Largo,FL,Local Police Department,27.92024,-82.77647,140,188,Thursday,August,2,2018
Cottondale Police Department,Cottondale,FL,Local Police Department,30.7957,-85.37618,3,3,Wednesday,August,1,2018
Coleman Police Department,Coleman,FL,Local Police Department,28.800976,-82.06937,2,2,Friday,August,3,2018
Indian River Shores Police Department,Vero Beach,FL,Local Police Department,27.691772,-80.372955,20,22,Wednesday,August,1,2018
De Funiak Springs Police Department,De Funiak Springs,FL,Local Police Department,30.721752,-86.11468,19,25,Monday,August,6,2018
Apalachicola Police Department,Apalachicola,FL,Local Police Department,29.723244,-84.98975,7,8,Tuesday,July,31,2018
Iowa State Patrol District 16,Des Moines,IA,Local Police Department,41.591217,-93.60105,-999,-999,Tuesday,August,28,2018
Haines City Police Department,Haines City,FL,Local Police Department,28.114502,-81.64061,44,67,Thursday,August,2,2018
Clayton County Police Department - Headquarters,Jonesboro,GA,Local Police Department,33.538616,-84.347,336,398,Wednesday,August,8,2018
Kingston Police Department,Kingston,GA,Local Police Department,34.235573,-84.947914,3,3,Tuesday,August,7,2018
West Feliciana Parish Sheriffs Office,Saint Francisville,LA,Sheriff'S Office,30.775019,-91.38631,50,75,Wednesday,February,13,2019
La Salle Parish Sheriffs Office,Jena,LA,Sheriff'S Office,31.685541,-92.13239,42,42,Thursday,February,14,2019
Madison Parish Sheriffs Department,Tallulah,LA,Sheriff'S Office,32.408264,-91.18739,123,123,Wednesday,February,13,2019
Orleans Parish Civil Sheriffs Office,New Orleans,LA,Sheriff'S Office,29.951357,-90.07619,50,98,Thursday,February,14,2019
Union Parish Sheriff Department,Farmerville,LA,Sheriff'S Office,32.77367,-92.404915,30,48,Wednesday,February,13,2019
Calcasieu Parish Sheriffs Department,Lake Charles,LA,Sheriff'S Office,30.227093,-93.14124,592,800,Tuesday,February,12,2019
Iberia Parish Sheriffs Department,New Iberia,LA,Sheriff'S Office,30.004488,-91.821045,242,314,Thursday,February,14,2019
Avoyelles Parish Sheriffs Department / Avoyelles Parish Prison,Marksville,LA,Sheriff'S Office,31.115368,-92.06665,159,159,Tuesday,February,12,2019
Evangeline Parish Sheriffs Department,Ville Platte,LA,Sheriff'S Office,30.688435,-92.27937,20,53,Thursday,February,14,2019
Saint John The Baptist Parish Sheriffs Office / Saint John The Baptist Parish Jail,Laplace,LA,Sheriff'S Office,30.072243,-90.49966,150,246,Friday,February,15,2019
East Baton Rouge Parish Sheriffs Department / East Baton Rouge Parish Jail,Baton Rouge,LA,Sheriff'S Office,30.446854,-91.18717,359,835,Thursday,February,14,2019
Vernon Parish Sheriffs Department / Vernon Parish Jail,Leesville,LA,Sheriff'S Office,31.142237,-93.26042,64,143,Wednesday,February,13,2019
Bienville Parish Sheriffs Office / Bienville Parish Jail,Arcadia,LA,Sheriff'S Office,32.547157,-92.92541,31,50,Tuesday,February,12,2019
Iowa State Patrol District 5 - Cherokee,Cherokee,IA,Local Police Department,42.775726,-95.558655,-999,-999,Tuesday,August,28,2018
Alpine County Sheriffs Department,Markleeville,CA,Sheriff'S Office,38.694183,-119.77923,12,15,Monday,July,16,2018
Hanover Police Department,Hanover,MA,Local Police Department,42.113945,-70.82394,29,32,Thursday,September,6,2018
Southwick Police Department,Southwick,MA,Local Police Department,42.05381,-72.76838,16,21,Thursday,September,6,2018
Holden Police Department,Holden,MA,Local Police Department,42.355114,-71.87415,23,26,Thursday,September,6,2018
Fitchburg Police Department,Fitchburg,MA,Local Police Department,42.583614,-71.7999,79,86,Thursday,September,6,2018
Blackstone Police Department,Blackstone,MA,Local Police Department,42.017437,-71.53348,16,19,Thursday,September,6,2018
Nahant Police Department,Nahant,MA,Local Police Department,42.42763,-70.92613,12,13,Thursday,September,6,2018
Middleton Police Department,Middleton,MA,Local Police Department,42.59877,-71.02063,13,14,Thursday,September,6,2018
Hamilton Police Department,Hamilton,MA,Local Police Department,42.61244,-70.87149,15,15,Thursday,September,6,2018
Boston Police Department - Headquarters,Boston,MA,Local Police Department,42.33429,-71.0904,2181,2863,Thursday,September,6,2018
Fall River Police Department,Fall River,MA,Local Police Department,41.69682,-71.14408,237,283,Thursday,September,6,2018
Hampden Police Station,Hampden,MA,Local Police Department,42.064472,-72.4139,10,15,Thursday,September,6,2018
Dracut Police Department,Dracut,MA,Local Police Department,42.67285,-71.29059,40,45,Thursday,September,6,2018
Orleans Police Department,Orleans,MA,Local Police Department,41.781326,-69.98763,22,28,Thursday,September,6,2018
Truro Police Department,Truro,MA,Local Police Department,42.022034,-70.074196,10,15,Thursday,September,6,2018
Carver Police Department,Carver,MA,Local Police Department,41.888485,-70.7682,16,20,Thursday,September,6,2018
Eastham Police Department,Eastham,MA,Local Police Department,41.831257,-69.97324,15,21,Thursday,September,6,2018
Manchester Police Department,Manchester By The Sea,MA,Local Police Department,42.57489,-70.77235,14,18,Thursday,September,6,2018
Montgomery Police Department,Montgomery,LA,Local Police Department,31.666164,-92.89021,0,0,Wednesday,February,13,2019
Church Point Police Department,Church Point,LA,Local Police Department,30.406729,-92.21777,18,18,Tuesday,February,12,2019
Addis Police Department,Addis,LA,Local Police Department,30.355726,-91.26022,8,9,Wednesday,February,13,2019
